node,node_id,node_type,bipartite,label,channel_id,channel_name,category,view_count,comments_total,author_handle,videos_count
author::UCIUhbSCy3-SGRe5UtqM4fzQ,UCIUhbSCy3-SGRe5UtqM4fzQ,author,0,@jeanmorales1677,,,,,1,/@jeanmorales1677,1.0
author::UCIXLDYqR_syskKRJy_x9W9Q,UCIXLDYqR_syskKRJy_x9W9Q,author,0,@carlitosramirez4739,,,,,1,/@carlitosramirez4739,1.0
author::UCIgoiXdIKJyUGmUoH2Lxdzg,UCIgoiXdIKJyUGmUoH2Lxdzg,author,0,@susievidal4134,,,,,1,/@susievidal4134,1.0
author::UCIp19h9igblA2YKfSLPDAug,UCIp19h9igblA2YKfSLPDAug,author,0,@JoseReyes-rn6sh,,,,,1,/@JoseReyes-rn6sh,1.0
author::UCJp3OrVYcBorC94sKwdch_A,UCJp3OrVYcBorC94sKwdch_A,author,0,@ULJoshmg2011,,,,,1,/@ULJoshmg2011,1.0
author::UCJxJC56BSAX-ArD0NAb9qnQ,UCJxJC56BSAX-ArD0NAb9qnQ,author,0,@alfonsowilian9157,,,,,1,/@alfonsowilian9157,1.0
author::UCKDR0f2fu2UzWL8mBv5-BHw,UCKDR0f2fu2UzWL8mBv5-BHw,author,0,@mireyamorales6595,,,,,1,/@mireyamorales6595,1.0
author::UCKVzDUqbtdSMBcexaEtMmzQ,UCKVzDUqbtdSMBcexaEtMmzQ,author,0,@rotorairgroup8409,,,,,1,/@rotorairgroup8409,1.0
author::UCL13XhnRzbGokEkCkEOb0-g,UCL13XhnRzbGokEkCkEOb0-g,author,0,@raquelprado3643,,,,,2,/@raquelprado3643,1.0
author::UCL1MT278vSaQ83ZDkVWn1gw,UCL1MT278vSaQ83ZDkVWn1gw,author,0,@elmorodriguez6978,,,,,1,/@elmorodriguez6978,1.0
author::UCLFdHr9BEbXHkoJopbEPLZw,UCLFdHr9BEbXHkoJopbEPLZw,author,0,@kanterra4584,,,,,2,/@kanterra4584,1.0
author::UCLXYp1Cvc5DLtq5UQL5D9vw,UCLXYp1Cvc5DLtq5UQL5D9vw,author,0,@jorgecifuentes-m5g,,,,,1,/@jorgecifuentes-m5g,1.0
author::UCLggDc_a5HriXv7I1h02sOA,UCLggDc_a5HriXv7I1h02sOA,author,0,@guillermogonzalez5153,,,,,2,/@guillermogonzalez5153,1.0
author::UCLh1Kde4_vI1sTZBkTNP7RQ,UCLh1Kde4_vI1sTZBkTNP7RQ,author,0,@JoelReynoso-d4r,,,,,1,/@JoelReynoso-d4r,1.0
author::UCN2N_wYOw6fMwCeSzdXLPIw,UCN2N_wYOw6fMwCeSzdXLPIw,author,0,@danielantoniogonzalezflore4901,,,,,1,/@danielantoniogonzalezflore4901,1.0
author::UCN6qbfPSzFtjhqUDZ3Cv3CQ,UCN6qbfPSzFtjhqUDZ3Cv3CQ,author,0,@carlosmedranovelasquez6380,,,,,1,/@carlosmedranovelasquez6380,1.0
author::UCNBnKqWf4d-rS4HwJRQljmQ,UCNBnKqWf4d-rS4HwJRQljmQ,author,0,@LE_A22,,,,,2,/@LE_A22,1.0
author::UCNIeXbV_mEwpa412h1aqUWw,UCNIeXbV_mEwpa412h1aqUWw,author,0,@juandeleon9060,,,,,3,/@juandeleon9060,1.0
author::UCNiMNUJvaRJb0_QLClqwVnA,UCNiMNUJvaRJb0_QLClqwVnA,author,0,@Santiago.Nolasco,,,,,1,/@Santiago.Nolasco,1.0
author::UCNkcuy42zEwddwEcOd_HpnA,UCNkcuy42zEwddwEcOd_HpnA,author,0,@vanigomez492,,,,,1,/@vanigomez492,1.0
author::UCNpt5CQlTzNjlAKY6CJtClQ,UCNpt5CQlTzNjlAKY6CJtClQ,author,0,@eustaquiogomez9975,,,,,1,/@eustaquiogomez9975,1.0
author::UCO0zwwLWGyDgQmWPJ5Qrr1w,UCO0zwwLWGyDgQmWPJ5Qrr1w,author,0,@elsalvador3605,,,,,1,/@elsalvador3605,1.0
author::UCOARn3hnfkB7-_Rwa8Hoqcw,UCOARn3hnfkB7-_Rwa8Hoqcw,author,0,@nicelol5241,,,,,1,/@nicelol5241,1.0
author::UCOLGv5Pf6BF2wFcwUzgcvHg,UCOLGv5Pf6BF2wFcwUzgcvHg,author,0,@welfrealdana5559,,,,,2,/@welfrealdana5559,1.0
author::UCOLHH4ZpMxPYF-Q6e6wvn5A,UCOLHH4ZpMxPYF-Q6e6wvn5A,author,0,@luisroldan7374,,,,,1,/@luisroldan7374,1.0
author::UCOS8ViEkccrTZx2w2ccxotA,UCOS8ViEkccrTZx2w2ccxotA,author,0,@OscarHernandez-q8y,,,,,1,/@OscarHernandez-q8y,1.0
author::UCOY3XpD9qMCRSA8AA8c4CAw,UCOY3XpD9qMCRSA8AA8c4CAw,author,0,@franciscorodas9686,,,,,1,/@franciscorodas9686,1.0
author::UCOcUI5XkTYNMSFhZNMIPpGg,UCOcUI5XkTYNMSFhZNMIPpGg,author,0,@hendersonlopez3864,,,,,1,/@hendersonlopez3864,1.0
author::UCOh6DaZC_x9HASnlRylEMfw,UCOh6DaZC_x9HASnlRylEMfw,author,0,@AndresMedina-v1s,,,,,1,/@AndresMedina-v1s,1.0
author::UCPLW0HE3siElqCgXfgWxMqg,UCPLW0HE3siElqCgXfgWxMqg,author,0,@elizabethmonterroso7719,,,,,1,/@elizabethmonterroso7719,1.0
author::UCPNXmbOBVeC4HS-xemvcPtQ,UCPNXmbOBVeC4HS-xemvcPtQ,author,0,@BelkisRodriguezRamirez,,,,,1,/@BelkisRodriguezRamirez,1.0
author::UCPZueDLrCS4BmTBRMA4q0fA,UCPZueDLrCS4BmTBRMA4q0fA,author,0,@kevinochoa3695,,,,,1,/@kevinochoa3695,1.0
author::UCQIdKuZ-OzuFqy0KjGrgesg,UCQIdKuZ-OzuFqy0KjGrgesg,author,0,@lyacausa,,,,,1,/@lyacausa,1.0
author::UCQM2tCKRRytVDRxNUfCDqQQ,UCQM2tCKRRytVDRxNUfCDqQQ,author,0,@elioelias7267,,,,,1,/@elioelias7267,1.0
author::UCQMMuADgqWUOcJpLwHOzC-g,UCQMMuADgqWUOcJpLwHOzC-g,author,0,@Ripped-Yoda,,,,,1,/@Ripped-Yoda,1.0
author::UCQ_-LPP8JAbfkc-b1Q6NvWw,UCQ_-LPP8JAbfkc-b1Q6NvWw,author,0,@MegaKristenstewart,,,,,2,/@MegaKristenstewart,1.0
author::UCQgYjVngJRfPHDLGB5X6ZjA,UCQgYjVngJRfPHDLGB5X6ZjA,author,0,@oscarnavas9996,,,,,1,/@oscarnavas9996,1.0
author::UCQqetiwzzmRNTM5OWuXarGQ,UCQqetiwzzmRNTM5OWuXarGQ,author,0,@isaiaslopezvelasquez1539,,,,,1,/@isaiaslopezvelasquez1539,1.0
author::UCQqlPPUGqAfWjd-FSh_qn7Q,UCQqlPPUGqAfWjd-FSh_qn7Q,author,0,@estuardoargueta137,,,,,1,/@estuardoargueta137,1.0
author::UCQtICyzWmhC5woCtbNgaSmg,UCQtICyzWmhC5woCtbNgaSmg,author,0,@nestormendez6216,,,,,2,/@nestormendez6216,1.0
author::UCQtSFINs1h6GHkpg9o5kMvg,UCQtSFINs1h6GHkpg9o5kMvg,author,0,@MacarioMartinezruiz,,,,,1,/@MacarioMartinezruiz,1.0
author::UCQyOePccUP-fIJYzchAgZYw,UCQyOePccUP-fIJYzchAgZYw,author,0,@aguilar4254,,,,,1,/@aguilar4254,1.0
author::UCRAquv8el-tQ30bN7MlmySQ,UCRAquv8el-tQ30bN7MlmySQ,author,0,@iamjimalesssa,,,,,1,/@iamjimalesssa,1.0
author::UCRETAiYdh2dL5ZxB0_N1zDA,UCRETAiYdh2dL5ZxB0_N1zDA,author,0,@Joseroland21,,,,,1,/@Joseroland21,1.0
author::UCRcSR3Lvn9DZAmJpVPANfZQ,UCRcSR3Lvn9DZAmJpVPANfZQ,author,0,@WalksandSuch,,,,,1,/@WalksandSuch,1.0
author::UCRelkU8JiZBytTzebJxaa-w,UCRelkU8JiZBytTzebJxaa-w,author,0,@danyraymundo2942,,,,,1,/@danyraymundo2942,1.0
author::UCRfkkatKrNtAARnXMMYBGlA,UCRfkkatKrNtAARnXMMYBGlA,author,0,@BernerSoza-mg3vx,,,,,1,/@BernerSoza-mg3vx,1.0
author::UCRlCV9zSn7avAWh-9_XFWqQ,UCRlCV9zSn7avAWh-9_XFWqQ,author,0,@ronyarana8849,,,,,1,/@ronyarana8849,1.0
author::UCRvPToDkkumha7WJAfCDk1A,UCRvPToDkkumha7WJAfCDk1A,author,0,@ligiaguerra3057,,,,,1,/@ligiaguerra3057,1.0
author::UCRznz9-N3Qc1w-qNdLSIY2Q,UCRznz9-N3Qc1w-qNdLSIY2Q,author,0,@jimmygomez724,,,,,1,/@jimmygomez724,1.0
author::UCSTAUWVc1_82DHYeqOsqEFA,UCSTAUWVc1_82DHYeqOsqEFA,author,0,@TheAlexX_C,,,,,1,/@TheAlexX_C,1.0
author::UCSou6a2OuYGSvPjm5psquyA,UCSou6a2OuYGSvPjm5psquyA,author,0,@FranciscoRivera-sf7ne,,,,,1,/@FranciscoRivera-sf7ne,1.0
author::UCTD6q1nyIe3Y7HhqjaMj72w,UCTD6q1nyIe3Y7HhqjaMj72w,author,0,@JuanChang-r6k,,,,,1,/@JuanChang-r6k,1.0
author::UCTP3O0rMnc8z8v8jaDQwL0w,UCTP3O0rMnc8z8v8jaDQwL0w,author,0,@RobertoZelaya-x1v,,,,,1,/@RobertoZelaya-x1v,1.0
author::UCTTILH6QCIxbTnEWxwRqs1g,UCTTILH6QCIxbTnEWxwRqs1g,author,0,@3762Jorge,,,,,1,/@3762Jorge,1.0
author::UCThW2XNsAaBKme5PUt7n-Zg,UCThW2XNsAaBKme5PUt7n-Zg,author,0,@thelmamoran8565,,,,,1,/@thelmamoran8565,1.0
author::UCTwSut16JyAg3mX6LVUNGqA,UCTwSut16JyAg3mX6LVUNGqA,author,0,@SuperVictor2005,,,,,1,/@SuperVictor2005,1.0
author::UCTylKrsqkrBKIqubMu_5N0Q,UCTylKrsqkrBKIqubMu_5N0Q,author,0,@edwingeovanymarroquinmarro6684,,,,,1,/@edwingeovanymarroquinmarro6684,1.0
author::UCUIIIPTVDVHAXqhC_5V6lPA,UCUIIIPTVDVHAXqhC_5V6lPA,author,0,@gorrarota,,,,,1,/@gorrarota,1.0
author::UCUoYsrx1oZnCZ0usbBJn4fA,UCUoYsrx1oZnCZ0usbBJn4fA,author,0,@AnaDiaz-re9sq,,,,,1,/@AnaDiaz-re9sq,1.0
author::UCV0iizTBoOfdAFX_thfI9BA,UCV0iizTBoOfdAFX_thfI9BA,author,0,@BenjaminLarios-jd8nk,,,,,1,/@BenjaminLarios-jd8nk,1.0
author::UCV0lM03g5fg5pbPj97-sAtA,UCV0lM03g5fg5pbPj97-sAtA,author,0,@genarodelgado3929,,,,,1,/@genarodelgado3929,1.0
author::UCV3fr-YOixFKCZBbJP1-X4w,UCV3fr-YOixFKCZBbJP1-X4w,author,0,@albertoshernandez5251,,,,,5,/@albertoshernandez5251,1.0
author::UCVC2QugcI1G4RvlCiUqd1aQ,UCVC2QugcI1G4RvlCiUqd1aQ,author,0,@rwdm76,,,,,2,/@rwdm76,1.0
author::UCVQf0tzL7xRzFJsABVVULpg,UCVQf0tzL7xRzFJsABVVULpg,author,0,@DennisseLopetegi,,,,,1,/@DennisseLopetegi,1.0
author::UCVdjCrh4tQoX3haNAZv-n5A,UCVdjCrh4tQoX3haNAZv-n5A,author,0,@aurahernandez5646,,,,,1,/@aurahernandez5646,1.0
author::UCVhif9eV0f8plICen2DnpKA,UCVhif9eV0f8plICen2DnpKA,author,0,@blogarteplus,,,,,1,/@blogarteplus,1.0
author::UCW-JC6lebVmf2P1dmY_L94g,UCW-JC6lebVmf2P1dmY_L94g,author,0,@dinoraoroxon5771,,,,,1,/@dinoraoroxon5771,1.0
author::UCW80DaMjQlEUibC98Cot-Dg,UCW80DaMjQlEUibC98Cot-Dg,author,0,@rogeraldana4289,,,,,1,/@rogeraldana4289,1.0
author::UCWIZUtKJ636y-4TYrNvok0g,UCWIZUtKJ636y-4TYrNvok0g,author,0,@cesarandreas7824,,,,,1,/@cesarandreas7824,1.0
author::UCWWkebAekppaL5b5CNlppuw,UCWWkebAekppaL5b5CNlppuw,author,0,@ninettmartinez425,,,,,1,/@ninettmartinez425,1.0
author::UCWaRixDdpgllTBf4V0jPnKQ,UCWaRixDdpgllTBf4V0jPnKQ,author,0,@hectormaaz5523,,,,,2,/@hectormaaz5523,1.0
author::UCWoAVGVqCn4xtINCMOTM4jg,UCWoAVGVqCn4xtINCMOTM4jg,author,0,@OmarMartinez-vv8re,,,,,1,/@OmarMartinez-vv8re,1.0
author::UCWvntqPQx99k_Z_skWKqNSA,UCWvntqPQx99k_Z_skWKqNSA,author,0,@AntonioChiyal-x5s,,,,,1,/@AntonioChiyal-x5s,1.0
author::UCXN2s7DwTJm33xO-pNkAdaA,UCXN2s7DwTJm33xO-pNkAdaA,author,0,@edithsan7688,,,,,1,/@edithsan7688,1.0
author::UCXO1BBohNWXkK9SBDAG2ySg,UCXO1BBohNWXkK9SBDAG2ySg,author,0,@JBFlute92,,,,,1,/@JBFlute92,1.0
author::UCXSkL3ejZ8qWYyF_M7s_QKA,UCXSkL3ejZ8qWYyF_M7s_QKA,author,0,@JacintaTzoy,,,,,1,/@JacintaTzoy,1.0
author::UCXVLc8CmAO813ubM-fLvCDw,UCXVLc8CmAO813ubM-fLvCDw,author,0,@herminiasaquimux7565,,,,,1,/@herminiasaquimux7565,1.0
author::UCXXh7yg5KUFIWylTiKVEFKQ,UCXXh7yg5KUFIWylTiKVEFKQ,author,0,@MrDuenderojo,,,,,2,/@MrDuenderojo,1.0
author::UCXgr7vXlRrsaskPdo097kGA,UCXgr7vXlRrsaskPdo097kGA,author,0,@Rogergh-nw4oj,,,,,1,/@Rogergh-nw4oj,1.0
author::UCXl30Y_upRqbti52fmjK4YA,UCXl30Y_upRqbti52fmjK4YA,author,0,@capitanfrans,,,,,1,/@capitanfrans,1.0
author::UCXmrpc6Li0spcKxtS0Q_ptg,UCXmrpc6Li0spcKxtS0Q_ptg,author,0,@melvinperez6710,,,,,1,/@melvinperez6710,1.0
author::UCXr8_5WtGeipe4haOoQDgyQ,UCXr8_5WtGeipe4haOoQDgyQ,author,0,@amyherrera7352,,,,,1,/@amyherrera7352,1.0
author::UCY7Hq7F9Lnucf-Yr6JkHZNw,UCY7Hq7F9Lnucf-Yr6JkHZNw,author,0,@maynorcalel1442,,,,,1,/@maynorcalel1442,1.0
author::UCYN4wSQ1Sx4_LurxLlW7MPg,UCYN4wSQ1Sx4_LurxLlW7MPg,author,0,@belarminavillatoro6474,,,,,1,/@belarminavillatoro6474,1.0
author::UCYwpX26TrCxq8TvbKGRYLXA,UCYwpX26TrCxq8TvbKGRYLXA,author,0,@beneficioelcaminovillacana8540,,,,,1,/@beneficioelcaminovillacana8540,1.0
author::UCZ51R_9Q9C0c8I3pAWhtmjQ,UCZ51R_9Q9C0c8I3pAWhtmjQ,author,0,@belvettzapeta1251,,,,,1,/@belvettzapeta1251,1.0
author::UCZFQwqh90apuL8eFhvRBkUg,UCZFQwqh90apuL8eFhvRBkUg,author,0,@luisricardo9671,,,,,1,/@luisricardo9671,1.0
author::UCZIQnb1fkwe39Iw2TAu-bGA,UCZIQnb1fkwe39Iw2TAu-bGA,author,0,@jorgegomez2237,,,,,1,/@jorgegomez2237,1.0
author::UCZLG9qH0tUjNhEGFIUt0CYw,UCZLG9qH0tUjNhEGFIUt0CYw,author,0,@SoniaMarroquin-y6e,,,,,1,/@SoniaMarroquin-y6e,1.0
author::UCZOmq6MwFDVoCaEl99BRRaw,UCZOmq6MwFDVoCaEl99BRRaw,author,0,@daniloarevalo3170,,,,,1,/@daniloarevalo3170,1.0
author::UCZeIIQrGAedW8tCbKWmGY-A,UCZeIIQrGAedW8tCbKWmGY-A,author,0,@mariocordon8873,,,,,1,/@mariocordon8873,1.0
author::UCZjm6U576nX8WOiLhmMR3bw,UCZjm6U576nX8WOiLhmMR3bw,author,0,@MariaNavarroYT,,,,,1,/@MariaNavarroYT,1.0
author::UC_3xuTXvMIWU5MYP9HkJ3vQ,UC_3xuTXvMIWU5MYP9HkJ3vQ,author,0,@Historia-wm4os,,,,,1,/@Historia-wm4os,1.0
author::UC_6KbBY1bsYXz9fwFS0eQRg,UC_6KbBY1bsYXz9fwFS0eQRg,author,0,@imrcp5694,,,,,1,/@imrcp5694,1.0
author::UC_LYoGs5C3mbZKZuKuqYCvw,UC_LYoGs5C3mbZKZuKuqYCvw,author,0,@javiercifuentesarchila6041,,,,,1,/@javiercifuentesarchila6041,1.0
author::UC_NRVt2UP88ZNTwzrZ66JSg,UC_NRVt2UP88ZNTwzrZ66JSg,author,0,@aditalissethevasquezrojas8039,,,,,1,/@aditalissethevasquezrojas8039,1.0
author::UC_ljZ1hZXR9pzexFz87P5ZA,UC_ljZ1hZXR9pzexFz87P5ZA,author,0,@ChRiStOpHeR7969,,,,,1,/@ChRiStOpHeR7969,1.0
author::UCa36MjQLoPAmgJo-R3G8WQA,UCa36MjQLoPAmgJo-R3G8WQA,author,0,@elsasalguero6914,,,,,1,/@elsasalguero6914,1.0
author::UCaKAjTW9MVub_clgr4DRYjQ,UCaKAjTW9MVub_clgr4DRYjQ,author,0,@josecastillo4390,,,,,1,/@josecastillo4390,1.0
author::UCaT4saRcyqCLE657Rq2hhZQ,UCaT4saRcyqCLE657Rq2hhZQ,author,0,@elmilenial4064,,,,,1,/@elmilenial4064,1.0
author::UCaT6M2zp7X6r6Whd8Vv3kHQ,UCaT6M2zp7X6r6Whd8Vv3kHQ,author,0,@alexarcos8349,,,,,1,/@alexarcos8349,1.0
author::UCat2qkYvqmtDNEmo2PVuhXw,UCat2qkYvqmtDNEmo2PVuhXw,author,0,@DoraSalas-j5o,,,,,1,/@DoraSalas-j5o,1.0
author::UCbNanjFI51cwGqMAb2rOrBw,UCbNanjFI51cwGqMAb2rOrBw,author,0,@RosaMontesdeOca777,,,,,1,/@RosaMontesdeOca777,1.0
author::UCbYoNG5J3Au5BqtbXogfEFw,UCbYoNG5J3Au5BqtbXogfEFw,author,0,@Luis-gn3fj,,,,,1,/@Luis-gn3fj,1.0
author::UCbrtvygfRT6QXqWDNrOf-cA,UCbrtvygfRT6QXqWDNrOf-cA,author,0,@Alejandro00710,,,,,2,/@Alejandro00710,2.0
author::UCcFIBN-rtC3d3hXeuN5TfWw,UCcFIBN-rtC3d3hXeuN5TfWw,author,0,@DenisRMC,,,,,1,/@DenisRMC,1.0
author::UCc_F88PzGWtA1OPNUEASulA,UCc_F88PzGWtA1OPNUEASulA,author,0,@rockyscarlet,,,,,1,/@rockyscarlet,1.0
author::UCcfdg8crmMJwEuLUsAhV7yg,UCcfdg8crmMJwEuLUsAhV7yg,author,0,@RolandoRaguay,,,,,1,/@RolandoRaguay,1.0
author::UCdFlugHJJa4l3YqWuNRmvXw,UCdFlugHJJa4l3YqWuNRmvXw,author,0,@MarcosCarillo-b1r,,,,,2,/@MarcosCarillo-b1r,2.0
author::UCdQAuWwyC99MB7Y02Umj26Q,UCdQAuWwyC99MB7Y02Umj26Q,author,0,@miguelbran1268,,,,,1,/@miguelbran1268,1.0
author::UCe8JZoYkX5oKUZyivHYdXhw,UCe8JZoYkX5oKUZyivHYdXhw,author,0,@FernandoGarcia-jg1fj,,,,,1,/@FernandoGarcia-jg1fj,1.0
author::UCeDNEtI8_a42bZ47wJiJMwQ,UCeDNEtI8_a42bZ47wJiJMwQ,author,0,@EdgarcalderonCalderong,,,,,1,/@EdgarcalderonCalderong,1.0
author::UCeQk-WfEA-cJRq4EKeE7TOw,UCeQk-WfEA-cJRq4EKeE7TOw,author,0,@franciscojuarez9223,,,,,1,/@franciscojuarez9223,1.0
author::UCefAH1MbvADWUjE9WVcB9EQ,UCefAH1MbvADWUjE9WVcB9EQ,author,0,@jabriz8152,,,,,1,/@jabriz8152,1.0
author::UCf5lnNZF7Qrtli9v4N_23WQ,UCf5lnNZF7Qrtli9v4N_23WQ,author,0,@CarlosCortez-v5r,,,,,1,/@CarlosCortez-v5r,1.0
author::UCfM3nrxtTQMY5jFx1v1J4Gg,UCfM3nrxtTQMY5jFx1v1J4Gg,author,0,@edgarroldan5539,,,,,1,/@edgarroldan5539,1.0
author::UCfRqgt2O-vjzUDMZY_tnxQw,UCfRqgt2O-vjzUDMZY_tnxQw,author,0,@Williams-Garcia67E,,,,,1,/@Williams-Garcia67E,1.0
author::UCfXykdbSU97rj987LDUGfvg,UCfXykdbSU97rj987LDUGfvg,author,0,@MariaSantos-c8y3h,,,,,1,/@MariaSantos-c8y3h,1.0
author::UCfjhejO7LZy4doXURa7LZCQ,UCfjhejO7LZy4doXURa7LZCQ,author,0,@HonwayLee-z5g,,,,,1,/@HonwayLee-z5g,1.0
author::UCfo_yUPzy1f1POwwZxhZ06Q,UCfo_yUPzy1f1POwwZxhZ06Q,author,0,@lara11roberto,,,,,1,/@lara11roberto,1.0
author::UCg3eIfd7BrsLEqS0BLkftHA,UCg3eIfd7BrsLEqS0BLkftHA,author,0,@ErmePérez-q4s,,,,,3,/@ErmeP%C3%A9rez-q4s,1.0
author::UCgGqw4aqMdMVSGkKiMgrJRQ,UCgGqw4aqMdMVSGkKiMgrJRQ,author,0,@pattyfigueroa5609,,,,,1,/@pattyfigueroa5609,1.0
author::UCgJNFj5dnxXpcMvmuhZDPxA,UCgJNFj5dnxXpcMvmuhZDPxA,author,0,@NataliaRodriguez-rx5mr,,,,,1,/@NataliaRodriguez-rx5mr,1.0
author::UCgLrWFdYitoP-b7-PxtUr-w,UCgLrWFdYitoP-b7-PxtUr-w,author,0,@zetag,,,,,1,/@zetag,1.0
author::UCgLurCo-e019HGODcjXHWCw,UCgLurCo-e019HGODcjXHWCw,author,0,@perritojuega1,,,,,1,/@perritojuega1,1.0
author::UCgQJgI9vu1FI2dnC9mrFthw,UCgQJgI9vu1FI2dnC9mrFthw,author,0,@srms70,,,,,1,/@srms70,1.0
author::UCgQw_Sbq3ugruDUKsq1e0-A,UCgQw_Sbq3ugruDUKsq1e0-A,author,0,@marlenareano-h4t,,,,,1,/@marlenareano-h4t,1.0
author::UCgvw7xIdGFupzpt1Y_BFkEA,UCgvw7xIdGFupzpt1Y_BFkEA,author,0,@fredygarcia9151,,,,,1,/@fredygarcia9151,1.0
author::UCh5ESQvtzyHDhCA7XyekCFA,UCh5ESQvtzyHDhCA7XyekCFA,author,0,@andyB5280,,,,,3,/@andyB5280,1.0
author::UChT7pzGytNd92Nmvi-zuWog,UChT7pzGytNd92Nmvi-zuWog,author,0,@sparkvalkov,,,,,1,/@sparkvalkov,1.0
author::UChZknRmJkeGeQk0-mQuhDOg,UChZknRmJkeGeQk0-mQuhDOg,author,0,@OdilioRodríguez-c5w,,,,,1,/@OdilioRodr%C3%ADguez-c5w,1.0
author::UCheEJ5GZuIvV0fj-nXyVwXw,UCheEJ5GZuIvV0fj-nXyVwXw,author,0,@rosaoliva9389,,,,,1,/@rosaoliva9389,1.0
author::UChep9kVb5gQmpodEEl10Xlg,UChep9kVb5gQmpodEEl10Xlg,author,0,@carlosaguilar-kz7ml,,,,,1,/@carlosaguilar-kz7ml,1.0
author::UChgkn5Jt5tWKYMoEOuCjz3Q,UChgkn5Jt5tWKYMoEOuCjz3Q,author,0,@pablochitay46,,,,,1,/@pablochitay46,1.0
author::UChs3tU2BcKOT0CezykvAsGw,UChs3tU2BcKOT0CezykvAsGw,author,0,@byronpontaza,,,,,3,/@byronpontaza,1.0
author::UChyps3dqY-VY1_wLeq-2lhw,UChyps3dqY-VY1_wLeq-2lhw,author,0,@maydamorales4395,,,,,1,/@maydamorales4395,1.0
author::UCi-vPdnpQreC7BkFs40mJGA,UCi-vPdnpQreC7BkFs40mJGA,author,0,@bryansicasales4280,,,,,1,/@bryansicasales4280,1.0
author::UCi1b_TRQfgO1Z9O2gNGGWNA,UCi1b_TRQfgO1Z9O2gNGGWNA,author,0,@davidisraelesquitsaquil,,,,,2,/@davidisraelesquitsaquil,1.0
author::UCi2KiZq63sRq8Mfbcp-MelQ,UCi2KiZq63sRq8Mfbcp-MelQ,author,0,@eugeneramirez4405,,,,,6,/@eugeneramirez4405,1.0
author::UCiC-Jn7wdgyQV4_Urk0DkWQ,UCiC-Jn7wdgyQV4_Urk0DkWQ,author,0,@pedroros6358,,,,,1,/@pedroros6358,1.0
author::UCiGRBf2RNF0WRKhRVT7zFoA,UCiGRBf2RNF0WRKhRVT7zFoA,author,0,@edwinavila4876,,,,,1,/@edwinavila4876,1.0
author::UCiMythXHsw7eQEMykCdmMUA,UCiMythXHsw7eQEMykCdmMUA,author,0,@JavierBecerra-h6x,,,,,1,/@JavierBecerra-h6x,1.0
author::UCiOZX__1gahg1ypIj0_XG_w,UCiOZX__1gahg1ypIj0_XG_w,author,0,@mariogonzalezorellana8956,,,,,1,/@mariogonzalezorellana8956,1.0
author::UCipetjeiWj4CZB6EbyYziZg,UCipetjeiWj4CZB6EbyYziZg,author,0,@OseasSamayoa-ol5rz,,,,,1,/@OseasSamayoa-ol5rz,1.0
author::UCj-LL25XJnjxepPKCc3NGog,UCj-LL25XJnjxepPKCc3NGog,author,0,@anaaguirre8985,,,,,1,/@anaaguirre8985,1.0
author::UCjJf-AJKRFFWtiN-CSwkDmA,UCjJf-AJKRFFWtiN-CSwkDmA,author,0,@2jose82,,,,,1,/@2jose82,1.0
author::UCjSKM9j0Q7HLDr1hD6D-TUw,UCjSKM9j0Q7HLDr1hD6D-TUw,author,0,@josehidalgo4875,,,,,1,/@josehidalgo4875,1.0
author::UCjZgFEowMBrsjodqfovzdKw,UCjZgFEowMBrsjodqfovzdKw,author,0,@franciscoflores3120,,,,,2,/@franciscoflores3120,2.0
author::UCjmPuazZJzscrwvk0QR9RVw,UCjmPuazZJzscrwvk0QR9RVw,author,0,@mynorrodas8591,,,,,1,/@mynorrodas8591,1.0
author::UCk4O-J1BhoqPmig1KLGJePA,UCk4O-J1BhoqPmig1KLGJePA,author,0,@lazarobarillas3575,,,,,1,/@lazarobarillas3575,1.0
author::UCkVtmkK07b2zaVVNssX4lOg,UCkVtmkK07b2zaVVNssX4lOg,author,0,@HectorElias-u2l,,,,,1,/@HectorElias-u2l,1.0
author::UCkbsS_3D-pvg1iHOld9uvIg,UCkbsS_3D-pvg1iHOld9uvIg,author,0,@gonzalo6075,,,,,1,/@gonzalo6075,1.0
author::UCkd9W714-947dEE6ZOEBATA,UCkd9W714-947dEE6ZOEBATA,author,0,@ARGELIATELON,,,,,2,/@ARGELIATELON,1.0
author::UCkxdJ_yGN2gghOMo2ybQtXQ,UCkxdJ_yGN2gghOMo2ybQtXQ,author,0,@11223344An,,,,,1,/@11223344An,1.0
author::UCl0ekS9Tt0jJGtOEM18S63w,UCl0ekS9Tt0jJGtOEM18S63w,author,0,@monkchapin,,,,,1,/@monkchapin,1.0
author::UCld2stqxaVSk0QdGncM224A,UCld2stqxaVSk0QdGncM224A,author,0,@sarahernandez3873,,,,,1,/@sarahernandez3873,1.0
author::UClhMWQ7XKWywYvbRnuf8QsA,UClhMWQ7XKWywYvbRnuf8QsA,author,0,@EcPerez-zz9oh,,,,,1,/@EcPerez-zz9oh,1.0
author::UCljDbleJul41G1TzOjOZAVA,UCljDbleJul41G1TzOjOZAVA,author,0,@hectorcarranza3777,,,,,1,/@hectorcarranza3777,1.0
author::UClqA491Xa5fQcXcJJa-vTWw,UClqA491Xa5fQcXcJJa-vTWw,author,0,@AndresLemus-k2d,,,,,1,/@AndresLemus-k2d,1.0
